"AGER" "RELAT" "familr" "sexer" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "SEGV2S" "ITAVC" "HAVEF" "JNBJD1S" "JNBJD2S" "JNBJD3S" "DEPTS" "PVS" "SEXEQ" "FAMIQ" "PCSPQ" "QUALS" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "jnbjdq1" "jnbjdq2" "jnbjdq3" "itavcq" "CARVP"
"1148038" 44 149 3 1 0 0 1 76 233181 8 243083 0 55157 2 21926 63 13 98 64300 187926 2 100228 3 233181 2 199964 1 33217 0 0 0 0 0 0 44 2 0 5 388398 104631 0 0 0 "31" "1" "femme" "M" "375" "A" "K1" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "A1" "R1" "Q2" "O1" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"1148351" 46 170 3 1 0 0 3 52 18319 0 11310 11310 0 3 47 47 13 81 0 0 0 0 3 18319 2 18059 1 260 0 0 0 0 0 0 33 2 1 6 31762 0 31 28 31 "31" "1" "femme" "M" "375" "D" "K1" "V0" "U2" "X2" "Y1" "R1" "N1" "E0" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "J2" "J2" "J2" "I1" "non"
"1160308" 60 241 3 1 0 0 1 20 0 0 0 0 0 1 241827 20 13 23 31666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 1 0 6 230627 100 0 0 0 "31" "1" "femme" "M" "625" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O1" "M1" "T0" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"1160701" 67 214 3 1 0 0 1 24 0 0 19743 19743 0 1 -28683 24 14 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1 0 7 4377 4377 31 28 31 "34" "1" "femme" "M" "8" "D" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "A2" "R2" "Q0" "O1" "M1" "T0" "D1" "B2" "J2" "J2" "J2" "I0" "non"
"1160966" 66 209 3 1 0 0 2 603 1376642 0 0 0 0 1 2654 33 13 119 574876 0 0 0 3 1376642 1 11583 2 1365059 0 0 0 0 0 0 53 2 0 4 1901620 198206 2 6 1 "31" "1" "femme" "M" "755" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q0" "O1" "M2" "T2" "D0" "B2" "J1" "J2" "J1" "I2" "non"
"1163226" 42 196 3 1 0 0 4 31 0 0 0 0 0 1 8747 31 13 83 4000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 2 0 6 22850 400 0 1 14 "31" "1" "femme" "M" "348" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A1" "R1" "Q1" "O2" "M2" "T0" "D0" "B2" "J0" "J1" "J2" "I1" "non"
"1166646" 25 84 1 1 0 0 0 12 139 0 0 0 0 1 13516 12 16 36 0 0 0 0 1 139 0 0 1 139 0 0 0 0 0 0 17 1 0 6 11414 0 0 0 0 "31" "1" "femme" "C" "840" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q2" "O0" "M1" "T0" "D2" "B1" "J0" "J0" "J0" "I0" "non"
"1168744" 25 64 1 1 0 0 0 9 0 0 0 0 0 1 3481 9 13 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 1 0 6 7490 0 0 3 1 "31" "1" "femme" "C" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q1" "O0" "M0" "T0" "D0" "B1" "J0" "J2" "J1" "I0" "non"
"1168833" 56 63 4 0 0 0 0 4 0 0 0 0 0 1 5194 4 14 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3465 0 0 0 0 "31" "1" "homme" "S" "850" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R0" "Q1" "O0" "M0" "T0" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"1169185" 67 58 2 1 0 0 0 12 0 9 1027 1027 0 1 7545 12 13 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 7 20124 0 4 0 0 "31" "1" "femme" "D" "770" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A2" "R0" "Q1" "O0" "M1" "T0" "D0" "B0" "J2" "J0" "J0" "I1" "non"
"1220702" 61 824 3 1 0 0 0 18 205809 9 135303 0 0 1 5408 18 13 58 26000 135303 0 0 5 205809 2 173852 3 31957 0 0 0 0 0 0 12 2 1 4 217296 0 0 0 0 "31" "1" "femme" "M" "348" "A" "K0" "V0" "U2" "X2" "Y2" "R1" "N1" "E1" "G1" "F1" "L1" "H0" "A2" "R2" "Q1" "O0" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"1242198" 65 285 3 1 0 0 1 9 58751 0 0 0 0 1 5303 9 13 24 35000 0 1 133046 3 58751 2 25994 1 32757 0 0 0 0 0 0 0 1 0 5 194506 133046 0 0 0 "31" "1" "femme" "M" "800" "D" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O1" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"1242213" 46 262 1 1 0 0 0 18 177147 0 0 0 0 1 14068 13 13 13 0 0 4 268800 3 177147 1 57737 2 119410 0 0 0 0 0 0 1 1 0 5 466205 268800 0 0 0 "31" "1" "femme" "C" "555" "A" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R2" "Q2" "O0" "M1" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"1243652" 39 145 1 0 0 0 0 143 9801 0 0 0 0 1 13168 143 13 53 0 0 0 0 1 9801 1 9801 0 0 0 0 0 0 0 0 38 1 0 6 813164 540609 31 2 1 "31" "3" "homme" "C" "465" "A" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R1" "Q2" "O0" "M2" "T1" "D0" "B2" "J2" "J1" "J1" "I2" "non"
"1244834" 36 198 1 1 0 0 0 16 109 0 0 0 0 1 18705 16 13 41 0 0 0 0 1 109 0 0 1 109 0 0 0 0 0 0 17 1 0 6 15885 200 0 0 0 "75" "1" "femme" "C" "455" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A0" "R1" "Q2" "O0" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"1245405" 98 184 3 0 0 0 0 0 233 0 0 0 0 1 57 0 261 0 0 0 0 0 1 233 0 0 1 233 0 0 0 0 0 0 0 1 1 1 289 0 0 0 0 "31" "1" "homme" "M" "770" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q0" "O0" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I0" "non"
"1247285" 53 133 3 1 0 0 0 4 15096 0 357628 0 0 1 849 4 13 4 0 357628 1 21858 3 15096 2 14874 1 222 0 0 0 0 0 0 0 1 0 5 47424 26817 5 11 23 "31" "1" "femme" "M" "375" "B" "K0" "V1" "U2" "X2" "Y1" "R0" "N0" "E0" "G1" "F0" "L1" "H1" "A2" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "J2" "J2" "J2" "I1" "non"
"1248238" 42 115 3 1 0 0 0 26 42836 14 129614 1133 128481 1 878 3 14 58 0 0 0 0 2 42836 1 15476 1 27360 0 0 0 0 0 0 19 1 0 6 42836 0 4 5 6 "31" "1" "femme" "M" "385" "B" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q0" "O0" "M2" "T1" "D1" "B2" "J2" "J2" "J2" "I1" "non"
"1248255" 89 185 6 0 0 0 2 6 31515 0 0 0 0 1 17990 6 13 12 0 0 0 0 1 31515 0 0 1 31515 0 0 0 0 0 0 0 1 0 3 48961 0 0 0 0 "31" "1" "homme" "V" "770" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R1" "Q2" "O1" "M0" "T1" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"1248490" 61 148 3 1 0 0 0 12 375122 9 7781 7781 0 1 3705 11 13 32 0 0 1 27498 3 375122 2 344177 1 30945 0 0 0 0 0 0 7 1 0 4 409249 27498 0 0 0 "11" "1" "femme" "M" "625" "D" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "A2" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"1248958" 34 96 1 0 0 0 1 12 0 95 14504 11989 2515 1 12163 12 13 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 0 6 21504 0 0 0 0 "31" "1" "homme" "C" "505" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R0" "Q2" "O1" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"1251267" 43 244 3 0 0 0 1 9 0 0 0 0 0 1 3047 9 13 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 1 0 6 1200 0 0 0 0 "31" "2" "homme" "M" "528" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q0" "O1" "M0" "T0" "D0" "B2" "J0" "J0" "J0" "I0" "non"
"1251366" 72 241 3 1 0 0 1 5 13874 0 0 0 0 1 15696 5 20 6 3500 0 0 0 1 13874 0 0 1 13874 0 0 0 0 0 0 0 1 0 4 25089 500 0 0 0 "31" "1" "femme" "M" "860" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q2" "O1" "M0" "T1" "D2" "B0" "J0" "J0" "J0" "I1" "non"
"1251654" 42 230 1 1 0 0 1 21 220451 0 0 0 0 1 14388 19 13 30 0 0 0 0 4 220451 2 160602 2 59849 0 0 0 0 0 0 11 1 0 5 220582 0 0 0 0 "92" "2" "femme" "C" "545" "A" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"1251804" 62 283 2 0 0 0 1 18 901767 0 0 0 0 1 7015 18 13 35 0 0 1 434097 5 901767 2 529193 2 143625 1 228949 0 0 0 0 2 1 0 5 1379220 462673 0 0 0 "31" "2" "homme" "D" "800" "A" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A2" "R2" "Q1" "O1" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"1252486" 46 198 3 1 0 0 1 24 90769 20 260467 0 0 1 4771 22 13 51 0 260467 0 0 4 90769 2 49761 2 41008 0 0 0 0 0 0 0 1 0 4 96430 0 0 0 0 "31" "2" "femme" "M" "348" "A" "K0" "V0" "U2" "X2" "Y2" "R0" "N0" "E1" "G1" "F0" "L1" "H0" "A1" "R1" "Q1" "O1" "M1" "T2" "D0" "B2" "J0" "J0" "J0" "I2" "non"
"1253621" 35 185 1 0 0 0 0 16 7136 0 0 0 0 1 6667 16 14 31 0 0 0 0 1 7136 1 7136 0 0 0 0 0 0 0 0 3 1 0 4 23769 0 1 1 0 "31" "1" "homme" "C" "385" "B" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M1" "T1" "D1" "B1" "J1" "J1" "J0" "I1" "non"
"1253792" 43 148 2 0 0 0 1 3 0 0 0 0 0 1 126582 3 16 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 126509 0 0 0 0 "31" "2" "homme" "D" "545" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R1" "Q2" "O1" "M0" "T0" "D2" "B0" "J0" "J0" "J0" "I2" "non"
"1253928" 25 142 1 0 0 0 0 1 809 0 0 0 0 1 1352 1 13 15 10000 0 0 0 1 809 0 0 1 809 0 0 0 0 0 0 0 1 1 3 10632 0 0 0 2 "31" "3" "homme" "C" "840" "C" "K0" "V0" "U1" "X0" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H0" "A0" "R1" "Q0" "O0" "M0" "T1" "D0" "B0" "J0" "J0" "J1" "I0" "non"
"1256165" 32 111 4 0 0 0 0 15 63567 19 173002 0 0 2 3961 13 14 29 0 173002 0 0 4 63567 2 33567 2 30000 0 0 0 0 0 0 6 1 0 4 77651 0 0 0 0 "11" "1" "homme" "S" "507" "B" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "A0" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "J0" "J0" "J0" "I1" "non"
"1257687" 32 79 1 0 0 0 0 0 665 0 0 0 0 1 2193 0 14 2 0 0 0 0 2 665 0 0 2 665 0 0 0 0 0 0 1 1 0 3 1439 0 0 0 0 "31" "1" "homme" "C" "555" "C" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O0" "M0" "T1" "D1" "B0" "J0" "J0" "J0" "I0" "non"
"1259796" 34 121 5 0 0 0 0 21 147923 5 27483 0 27483 2 4507 21 13 46 0 0 0 0 3 147923 1 144485 2 3438 0 0 0 0 0 0 17 2 0 6 157724 0 2 1 0 "31" "1" "homme" "U" "347" "A" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M1" "T2" "D0" "B2" "J1" "J1" "J0" "I2" "non"
"1260677" 43 48 2 0 0 0 2 10 161 14 46751 8491 38260 1 -4404 10 14 43 54000 0 0 0 2 161 1 0 1 161 0 0 0 0 0 0 17 1 0 7 161 0 17 28 31 "31" "1" "homme" "D" "437" "D" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A1" "R0" "Q0" "O1" "M0" "T0" "D1" "B1" "J2" "J2" "J2" "I0" "non"
"1261282" 28 42 3 1 0 0 3 14 0 0 0 0 0 1 2778 14 13 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1 0 6 7119 0 8 3 0 "31" "2" "femme" "M" "840" "C" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R0" "Q0" "O2" "M1" "T0" "D0" "B2" "J2" "J2" "J0" "I0" "non"
"1270161" 33 121 3 1 0 0 0 29 52746 0 0 0 0 1 14013 29 13 83 0 0 0 0 4 52746 2 22762 2 29984 0 0 0 0 0 0 20 3 1 4 72633 0 0 0 0 "31" "2" "femme" "M" "465" "B" "K0" "V0" "U2" "X2" "Y2" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O0" "M2" "T2" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"1270333" 31 110 1 0 0 0 0 39 266 0 0 0 0 1 4443 39 15 14 0 0 0 0 2 266 0 0 2 266 0 0 0 0 0 0 6 2 1 7 2938 0 10 5 0 "31" "2" "homme" "C" "840" "D" "K0" "V0" "U2" "X0" "Y2" "R1" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M2" "T0" "D2" "B0" "J2" "J2" "J0" "I0" "non"
"1322982" 65 316 3 1 0 0 2 35 28029 6 12172 0 0 1 9529 35 13 75 0 12172 1 84117 4 28029 2 16290 2 11739 0 0 0 0 0 0 17 1 0 4 242036 121843 2 2 0 "31" "1" "femme" "M" "387" "A" "K0" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "A2" "R2" "Q2" "O1" "M2" "T1" "D0" "B2" "J1" "J1" "J0" "I2" "non"
"1332460" 40 94 3 1 0 0 0 6 57509 0 0 0 0 1 5268 6 13 23 0 0 1 15585 1 57509 1 57509 0 0 0 0 0 0 0 0 4 1 0 4 76879 15585 0 0 0 "31" "2" "femme" "M" "505" "B" "K0" "V1" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "A1" "R0" "Q1" "O0" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I1" "non"
"1333915" 47 167 3 0 0 0 0 19 117452 0 0 0 0 1 3544 18 14 36 15000 0 1 121545 3 117452 1 71103 2 46349 0 0 0 0 0 0 16 1 0 6 242732 121545 2 1 0 "31" "1" "homme" "M" "348" "A" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A1" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "J1" "J1" "J0" "I2" "non"
"1335795" 48 49 5 0 0 0 1 13 0 0 0 0 0 1 5168 13 13 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 1 0 6 9088 0 0 0 0 "31" "1" "homme" "U" "520" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R0" "Q1" "O1" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"1340327" 57 307 1 0 0 0 2 11 3183 0 0 0 0 1 2838 11 13 38 26000 0 0 0 1 3183 0 0 1 3183 0 0 0 0 0 0 11 1 0 6 7819 500 11 16 7 "31" "3" "homme" "C" "568" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q0" "O1" "M1" "T1" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"1341444" 43 278 1 0 0 0 1 30 169421 0 0 0 0 1 19627 25 13 22 0 0 0 0 3 169421 2 135284 1 34137 0 0 0 0 0 0 10 1 0 5 202618 0 0 0 0 "75" "3" "homme" "C" "308" "A" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M2" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"1342937" 53 240 3 1 0 -5 0 5 118230 78 409008 75960 333048 1 -67074 5 13 10 90920 0 0 0 1 118230 1 118230 0 0 0 0 0 0 0 0 0 1 0 3 118230 0 31 28 31 "31" "1" "femme" "M" "465" "D" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R2" "Q0" "O0" "M0" "T2" "D0" "B0" "J2" "J2" "J2" "I2" "non"
"1344160" 47 215 1 1 0 0 1 10 70374 0 0 0 0 1 86787 10 13 3 0 0 0 0 2 70374 2 70374 0 0 0 0 0 0 0 0 0 1 0 4 168287 0 0 0 0 "31" "3" "femme" "C" "385" "D" "K0" "V0" "U2" "X2" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q2" "O1" "M0" "T2" "D0" "B0" "J0" "J0" "J0" "I2" "non"
"1345527" 54 185 3 0 0 -2 2 13 268 7 20450 20450 0 1 -5163 13 13 27 187560 0 0 0 1 268 0 0 1 268 0 0 0 0 0 0 9 1 0 7 468 200 25 25 27 "31" "1" "homme" "M" "528" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "A2" "R1" "Q0" "O1" "M1" "T0" "D0" "B1" "J2" "J2" "J2" "I0" "non"
"1347052" 23 147 1 0 0 0 1 17 159247 0 0 0 0 1 17641 17 13 33 0 0 0 0 2 159247 2 159247 0 0 0 0 0 0 0 0 17 1 0 5 179540 0 0 0 0 "75" "3" "homme" "C" "840" "A" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O1" "M1" "T2" "D0" "B1" "J0" "J0" "J0" "I2" "non"
"1350439" 71 300 3 1 0 0 2 2 17334 0 0 0 0 1 5418 2 14 7 51900 0 0 0 1 17334 0 0 1 17334 0 0 0 0 0 0 1 1 0 3 25287 569 0 0 0 "31" "1" "femme" "M" "770" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "A2" "R2" "Q1" "O1" "M0" "T1" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"1352981" 53 172 1 0 0 0 0 1 4500 0 156124 0 42927 1 5103 1 13 31 0 113197 0 0 3 4500 2 2000 1 2500 0 0 0 0 0 0 16 1 0 6 7610 500 0 0 0 "31" "1" "homme" "C" "425" "C" "K0" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G1" "F0" "L1" "H1" "A2" "R1" "Q1" "O0" "M0" "T1" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"1353440" 30 144 1 0 0 0 0 18 58420 0 0 0 0 2 4716 18 13 34 0 0 0 0 3 58420 2 0 1 58420 0 0 0 0 0 0 13 1 0 6 70026 0 2 0 0 "31" "2" "homme" "C" "527" "A" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O0" "M1" "T2" "D0" "B1" "J1" "J0" "J0" "I1" "non"
"1353988" 37 101 3 1 0 0 2 27 127 0 0 0 0 1 11499 27 13 36 0 0 0 0 1 127 0 0 1 127 0 0 0 0 0 0 17 1 0 6 13234 0 0 0 0 "69" "3" "femme" "M" "385" "D" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q2" "O1" "M2" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"1420743" 69 845 3 0 0 0 2 15 15198 0 0 0 0 1 5604 15 14 18 0 0 0 0 1 15198 0 0 1 15198 0 0 0 0 0 0 4 1 0 6 32733 0 0 2 1 "31" "2" "homme" "M" "770" "C" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O1" "M1" "T1" "D1" "B0" "J0" "J1" "J1" "I1" "non"
"1421629" 63 825 3 1 0 0 3 15 0 0 0 0 0 1 8654 15 13 41 48000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 6 12663 0 0 0 0 "31" "1" "femme" "M" "625" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q1" "O2" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I1" "non"
"1431314" 81 339 3 1 0 0 1 11 0 0 0 0 0 1 15676 11 14 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 12866 0 0 0 0 "31" "1" "femme" "M" "770" "C" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q2" "O1" "M1" "T0" "D1" "B1" "J0" "J0" "J0" "I1" "non"
"1440389" 57 302 3 1 0 0 6 12 14766 0 0 0 0 1 4565 12 13 55 0 0 0 0 1 14766 0 0 1 14766 0 0 0 0 0 0 1 1 0 6 16013 0 0 0 0 "31" "2" "femme" "M" "527" "B" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "A2" "R2" "Q1" "O2" "M1" "T1" "D0" "B2" "J0" "J0" "J0" "I1" "non"
"1441107" 42 282 1 0 0 0 0 9 2897 0 0 0 0 1 7082 9 14 13 0 0 0 0 1 2897 0 0 0 0 1 2897 0 0 0 0 0 1 0 3 14089 0 0 0 0 "31" "1" "homme" "C" "507" "D" "K0" "V0" "U1" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "A1" "R2" "Q1" "O0" "M0" "T1" "D1" "B0" "J0" "J0" "J0" "I1" "non"
"1442807" 63 244 3 1 0 0 0 13 742 7 8574 8574 0 2 10615 13 13 57 53920 0 0 0 2 742 1 0 1 742 0 0 0 0 0 0 21 2 0 6 5506 0 8 2 1 "31" "1" "femme" "M" "700" "B" "K1" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "A2" "R2" "Q2" "O0" "M1" "T1" "D0" "B2" "J2" "J1" "J1" "I0" "non"
"1444022" 36 214 1 1 0 0 1 29 14501 7 13369 0 13369 1 5877 29 13 49 0 0 0 0 2 14501 1 2001 1 12500 0 0 0 0 0 0 10 2 1 6 19773 0 0 1 0 "31" "1" "femme" "C" "305" "D" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F0" "L0" "H0" "A0" "R2" "Q1" "O1" "M2" "T1" "D0" "B2" "J0" "J1" "J0" "I1" "non"
"1444770" 39 194 1 1 0 0 2 13 0 9 18014 18014 0 1 6629 13 13 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 1 0 6 11222 0 0 0 0 "31" "1" "femme" "C" "625" "B" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "A1" "R1" "Q1" "O1" "M1" "T0" "D0" "B1" "J0" "J0" "J0" "I0" "non"
"1446050" 30 159 1 1 0 0 3 14 0 0 0 0 0 1 4259 14 13 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 857 0 5 0 0 "31" "1" "femme" "C" "635" "D" "K0" "V0" "U0" "X0" "Y0" "R0" "N1" "E0" "G0" "F0" "L0" "H0" "A0" "R1" "Q1" "O2" "M1" "T0" "D0" "B1" "J2" "J0" "J0" "I0" "non"
"1446398" 59 221 2 1 0 0 5 25 157081 0 0 0 0 1 2420 13 14 45 12000 0 0 0 3 157081 1 74942 2 82139 0 0 0 0 0 0 13 1 0 4 160182 0 8 6 1 "82" "1" "femme" "D" "545" "A" "K0" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H0" "A2" "R2" "Q0" "O2" "M2" "T2" "D1" "B2" "J2" "J2" "J1" "I2" "non"
"1451038" 38 190 3 0 0 0 1 19 120759 8 13869 13869 0 1 -869 18 13 50 156000 0 0 0 2 120759 1 120590 1 169 0 0 0 0 0 0 26 2 1 6 121059 300 27 4 9 "31" "2" "homme" "M" "405" "A" "K0" "V0" "U2" "X1" "Y1" "R1" "N1" "E1" "G1" "F1" "L0" "H1" "A1" "R1" "Q0" "O1" "M1" "T2" "D0" "B2" "J2" "J2" "J2" "I2" "non"
